tweet_id,date,time,tweet_text,tweet_stemmed,tweet_lemmatized,tweet_lon,tweet_lat,author_position,label_10
3,4-2-2014,0:7:2,None,armi medic team deploy jammu kashmir assist sick injur flood victim,army medical team deploy jammu kashmir assist sick injured flood victim,None,None,None,0
9,4-2-2014,0:24:16,None,cyclonepam destruct storm slam vanuatu,cyclonepam destructive storm slam vanuatu,None,None,None,0
,4-2-2014,0:49:13,None,slideshow philippin brace typhoon rubi,slideshow philippine brace typhoon ruby,None,None,None,0
,4-2-2014,0:54:36,None,flood affect peopl villag azad kashmir ndma geo news,flood affect people village azad kashmir ndma geo news,None,None,None,0
7,4-2-2014,0:57:8,None,rt icatunot rememb isi idiot say pakistan suffer mani flood isi control shit controÃ£ Ã¢ Ã¢,rt icatunot remember isi idiot say pakistan suffer many flood isi control shit controÃ£ Ã¢ Ã¢,None,None,None,0
,4-2-2014,3:6:51,None,cyclon pam leav trail devast pacif ocean,cyclone pam leave trail devastation pacific ocean,None,None,None,0
6,4-2-2014,3:55:18,None,pakistan flood sink boat carri wed parti boat carri wed parti sink pakistan flood kill,pakistan flood sink boat carry wed party boat carry wed party sink pakistan flood kill,None,None,None,0
1,4-2-2014,6:18:49,None,oxfam prepar respond cyclonepam unexpectedli veer west place number vanuatu Ã»Âª island directli eye storm,oxfam prepare respond cyclonepam unexpectedly veer west place number vanuatu Ã»Âªs islands directly eye storm,None,None,None,0
5,4-2-2014,6:21:38,None,rt abpnewstv pm modi leav jammu kashmir person assess damag caus flood state,rt abpnewstv pm modi leave jammu kashmir personally ass damage cause flood state,None,None,None,0
,4-2-2014,7:30:29,None,news typhoon hagupit rubi zone midwif jill famili say bad yolanda last,news typhoon hagupit ruby zone midwife jill family say bad yolanda last,None,None,None,0
5,4-2-2014,8:12:37,None,dec iss flyover typhoon hagupit rubyph eyewal amp outer r via youtub,dec i flyover typhoon hagupit rubyph eyewall amp outer r via youtube,None,None,None,0
9,4-2-2014,8:12:54,None,kingteejay hell yea shit good far pam muslim funni,kingteejay hell yea shit good far pam muslim funny,None,None,None,0
9,4-2-2014,8:35:32,None,infam man thank god typhoon hagupit wish homeless filipino die xolxol via xolxoldotph,infamous man thank god typhoon hagupit wish homeless filipino die xolxol via xolxoldotph,None,None,None,0
8,4-2-2014,9:4:15,None,critic alway easier construct solut mh prayformh,criticism always easier constructive solution mh prayformh,None,None,None,0
5,4-2-2014,9:9:44,None,latest flood news today pakistan th septemb news headlin,latest flood news today pakistan th september news headline,None,None,None,0
4,4-2-2014,10:15:44,None,typhoon hagupit rubi updat number weatherph weather announc,typhoon hagupit ruby update number weatherph weather announcement,None,None,None,0
,4-2-2014,10:44:36,None,yeah high alert cyclon come way die want u funer love u alldaychubbyboy,yeah high alert cyclone come way die want u funeral love u alldaychubbyboy,None,None,None,0
2,4-2-2014,10:45:31,None,rt lybr major hurrican hit mexico cabo san luca hope everyon safe one dime aid mexico unless freetahmoo Ã»_,rt lybr major hurricane hit mexico cabo san lucas hope everyone safe one dime aid mexico unless freetahmoo Ã»_,None,None,None,0
4,4-2-2014,11:31:18,None,philippin typhoon hagupit evacu step,philippine typhoon hagupit evacuation step,None,None,None,0
0,4-2-2014,13:24:27,None,kashmir flood googl upload databas peopl could Ã£ Ã¢ Ã¢ Ã£ Ã¢ Ã¢ daili news amp analysisÃ£ Ã¢ topnew,kashmir flood google uploads database people could Ã£ Ã¢ Ã¢ Ã£ Ã¢ Ã¢ daily news amp analysisÃ£ Ã¢ topnews,None,None,None,0
1,4-2-2014,13:32:48,None,tweet camel realli sourc mer,tweet camel really source mers,None,None,None,0
6,4-2-2014,14:5:18,None,anger rise indiaÃ£ Ã¢ Ã¢ kashmir valley peopl remain trap week flood,anger rise indiaÃ£ Ã¢ Ã¢ kashmir valley people remain trapped week flood,None,None,None,0
8,4-2-2014,15:12:39,None,shit scare brother live remot ish coastal area vanuatu get sleep realli need wake good news,shit scar brother life remote ish coastal area vanuatu get sleep really need wake good news,None,None,None,0
0,4-2-2014,15:23:39,None,india bjpsamvad newsnat help kashmiri help last year flood victim uttra khand ask amp govt,india bjpsamvad newsnation help kashmiris help last year flood victim uttra khand ask amp govt,None,None,None,0
4,4-2-2014,15:33:34,None,cyclon pam sound like freight train herald sun gabriela,cyclone pam sound like freight train herald sun gabriela,None,None,None,0
0,4-2-2014,15:53:19,None,cyclon pam leav trail devast pacif ocean,cyclone pam leave trail devastation pacific ocean,None,None,None,0
9,4-2-2014,15:55:43,None,stagnant floodwat rais health risk kashmir abc news abc news stagnant flood,stagnant floodwater raise health risk kashmir abc news abc news stagnant flood,None,None,None,0
3,4-2-2014,16:10:31,None,pakistani dead flood respons certainli sharif law azadimarchpti,pakistani dead flood responsible certainly sharifs law azadimarchpti,None,None,None,0
4,4-2-2014,16:20:8,None,windi amp raini morn classic song play justkeepinitlight keep safe amp keep pray everyon rubyph,windy amp rainy morning classic song play justkeepinitlight keep safe amp keep pray everyone rubyph,None,None,None,0
0,4-2-2014,16:22:39,None,pebbleshoop bewar cyclon sausag,pebbleshooper beware cyclone sausage,None,None,None,0
0,4-2-2014,16:32:13,None,luthworldrelief prepar typhoonhagupit relief commit initi aid relief effort philippin,luthworldrelief prepare typhoonhagupit relief commits initial aid relief effort philippine,None,None,None,0
1,4-2-2014,16:56:17,None,teampapii embrac social media aid flood victim kashmir unet Ã£ Ã¢ Ã¢ teampapii,teampapii embrace social medium aid flood victim kashmir unete Ã£ Ã¢ Ã¢ teampapii,None,None,None,0
8,4-2-2014,17:38:23,None,rt aamaadmiparti aap mla donat rs cr jammu amp kashmir flood relief fund donat atleast lakh mlalad fuÃ£ Ã¢ Ã¢,rt aamaadmiparty aap mlas donate rs cr jammu amp kashmir flood relief fund donate atleast lakh mlalad fuÃ£ Ã¢ Ã¢,None,None,None,0
6,4-2-2014,18:0:49,None,rescu effort begin vanuatu power pacif cyclon,rescue effort begin vanuatu powerful pacific cyclone,None,None,None,0
,4-2-2014,18:54:59,None,evacu typhoon hagupit approach philippin,evacuated typhoon hagupit approach philippine,None,None,None,0
,4-2-2014,20:28:46,None,hundr thousand evacu philippin typhoon hagupit near,hundred thousand evacuate philippine typhoon hagupit nears,None,None,None,0
8,4-2-2014,20:32:52,None,rt thekpit jamespearceecho rt miss stude kashmir hit massiv flood last contact sep call http Ã£ Ã¢ Ã¢,rt thekpites jamespearceecho rt miss stude kashmir hit massive flood last contact sep call http Ã£ Ã¢ Ã¢,None,None,None,0
2,4-2-2014,21:0:9,None,tens wait hubbi tri call fam tanna tvl vanuatudigicel network still tcpam,tense wait hubby try call fam tanna tvl vanuatudigicel network still tcpam,None,None,None,0
7,4-2-2014,21:37:28,None,known case mer corona viru reach,know case mers corona virus reach,None,None,None,0
4,4-2-2014,22:46:56,None,airjump hamr hamradio specif frequenc inform tcpam cyclonepam emcomm radio afu funk shortwav,airjump hamr hamradio specific frequency information tcpam cyclonepam emcomm radio afu funk shortwave,None,None,None,0
2,4-2-2014,23:40:30,None,rt sumit_nagp suprem court hear matter jammu kashmir flood feel total wast time sc Ã£ Ã¢ Ã¢,rt sumit_nagpal supreme court hear matter jammu kashmir flood feel total waste time sc Ã£ Ã¢ Ã¢,None,None,None,0
3,4-2-2014,23:41:1,None,power typhoon slam eastern philippin salt lake tribun philippin starpow typhoon slam int,powerful typhoon slam eastern philippine salt lake tribune philippine starpowerful typhoon slam int,None,None,None,0
8,4-3-2014,0:21:34,None,hagupit near philippin need know typhoon via natgeo,hagupit nears philippines need know typhoon via natgeo,None,None,None,0
1,4-3-2014,0:25:25,None,rt bhavatarini kashmirflood much money peopl kashmir donat uttarakhand flood last year tell,rt bhavatarini kashmirfloods much money people kashmir donate uttarakhand flood last year tell,None,None,None,0
4,4-3-2014,2:35:11,None,usaheadlin death toll india pakistan flood reach,usaheadlines death toll india pakistan flood reach,None,None,None,0
1,4-3-2014,5:39:52,None,rt salmansoz rel untold stori kashmirflood along armi volunt big part rescu relief effort rt Ã¢ Ã¢,rt salmansoz relatively untold story kashmirfloods along army volunteer big part rescue relief effort rt Ã¢ Ã¢,None,None,None,0
3,4-3-2014,5:45:25,None,prayforthephilippin typhoon rubyph hagupit made st landfal last night sever manila sky still quiet right,prayforthephilippines typhoon rubyph hagupit make st landfall last night several manila sky still quiet right,None,None,None,0
8,4-3-2014,5:59:14,None,photo pack relief good prayforthephilippin typhoonrubi,photo pack relief good prayforthephilippines typhoonruby,None,None,None,0
1,4-3-2014,6:0:14,None,kashmir flood highway closur cut suppli essenti valley flood render jammu sri,kashmir flood highway closure cut supply essential valley flood render jammu sri,None,None,None,0
,4-3-2014,6:23:9,None,weather satellit feed dec pm via nababaha rubyph,weather satellite feed dec pm via nababaha rubyph,None,None,None,0
1,4-3-2014,6:46:43,None,rt dna flood unleash miseri jammu kashmir death toll mount jayalalithaa announc rs crore assist,rt dna flood unleash misery jammu kashmir death toll mount jayalalithaa announces rs crore assistance,None,None,None,0
,4-3-2014,7:51:3,None,jammu kashmir flood wireless set rush toÃ£ Ã¢ j amp ok,jammu kashmir flood wireless set rush toÃ£ Ã¢ j amp ok,None,None,None,0
9,4-3-2014,8:26:3,None,j ok flood un system stand readi help india pakistan un system stand readi help govern,j ok flood un system stand ready help india pakistan un system stand ready help government,None,None,None,0
,4-3-2014,9:38:37,None,peopl still wait help flood ravag jammu kashmir flood water reced ok,people still wait help flood ravage jammu kashmir flood water recede ok,None,None,None,0
2,4-3-2014,9:48:18,None,relief materi collect gujarat govt flood hit jammu amp kashmir state deliveri ahmedabad,relief material collect gujarat govt flood hit jammu amp kashmir state delivery ahmedabad,None,None,None,0
1,4-3-2014,10:22:17,None,rt mariammumtaz imran khan visit flood affect area jhang chiniot punjabflood pakistan,rt mariammumtaz imran khan visit flood affect area jhang chiniot punjabfloods pakistan,None,None,None,0
0,4-3-2014,13:32:30,None,rt mediacrook donat ram lila maidan flood refuge kashmir pleas applaud thank,rt mediacrooks donate ram lila maidan flood refugee kashmir please applaud thanks,None,None,None,0
3,4-3-2014,14:1:4,None,flee typhoon blow near eastern philippin militari full alert Ã»_,flee typhoon blow near eastern philippine military full alert Ã»_,None,None,None,0
,4-3-2014,14:34:4,None,coronaviru case april confirm case confirm death suspect case suspect,coronavirus case april confirm case confirm death suspected case suspect,None,None,None,0
8,4-3-2014,15:18:9,None,cockpit behind miss flight,cockpit behind miss flight,None,None,None,0
7,4-3-2014,15:46:56,None,bbc news philippin typhoon hagupit evacu step,bbc news philippine typhoon hagupit evacuation step,None,None,None,0
9,4-3-2014,16:14:47,None,news _ ______ Ã¢_Ã¼ tropic cyclon pam becom categori storm slam vanuatu cap ukrain _ _Â¼ Ã»_ _Ã¼___,news _ ______ Ã¢_Ã¼ tropical cyclone pam become category storm slam vanuatu cap ukraine _ _Â¼ Ã»_ _Ã¼___,None,None,None,0
0,4-3-2014,16:44:53,None,rubi down power line forc evacu Ã»Ã³ndrrmc manila philippin typhoon rubi intern Ã»_,ruby down power line force evacuation Ã»Ã³ndrrmc manila philippine typhoon ruby international Ã»_,None,None,None,0
,4-3-2014,17:0:41,None,alert multan pakistan flood river peak bbc news flood,alert multan pakistan flood river peak bbc news flood,None,None,None,0
2,4-3-2014,17:5:57,None,philippin typhoon hagupit evacu step bbc news generalnew,philippine typhoon hagupit evacuation step bbc news generalnews,None,None,None,0
6,4-3-2014,17:52:37,None,congrat faizal_tahir great song prayformh faith ynwa faizal tahir feat jaclyn faith,congrate faizal_tahir great song prayformh faith ynwa faizal tahir feat jaclyn faith,None,None,None,0
6,4-3-2014,17:55:51,None,rt hope_fairy kashmir ravag worst flood live memori kashmir dispatch kashmirflood,rt hope_fairy kashmir ravage worst flood live memory kashmir dispatch kashmirfloods,None,None,None,0
6,4-3-2014,19:36:47,None,rt tamaldas give earn tax payer Ã£ Ã¢ Ã¥ arvindkejriw aap mla donat rs lakh kashmir flood relief thÃ£ Ã¢ Ã¢,rt tamaldas give earnings tax payer Ã£ Ã¢ Ã¥ arvindkejriwal aap mlas donate r lakh kashmir flood relief thÃ£ Ã¢ Ã¢,None,None,None,0
8,4-3-2014,19:40:37,None,rt planpakistan thought prayer peopl affect ongo flood pakistan,rt planpakistan thought prayer people affect ongoing flood pakistan,None,None,None,0
9,4-3-2014,19:51:16,None,rt javedmalik launch campaign rais awar extend support victim flood pakistan pakistanflood amp idÃ£ Ã¢ Ã¢,rt javedmalik launch campaign raise awareness extend support victim flood pakistan pakistanfloods amp idÃ£ Ã¢ Ã¢,None,None,None,0
3,4-3-2014,22:1:41,None,supertyphoonhagupit prayforthephilippin nobodi deserv kill mother natur,supertyphoonhagupit prayforthephilippines nobody deserve kill mother nature,None,None,None,0
,4-3-2014,22:33:30,None,centr help flood hit jammu kashmir impress congress leader manohar parrikar,centre help flood hit jammu kashmir impress congress leader manohar parrikar,None,None,None,0
5,4-3-2014,22:36:58,None,super typhoon hagupit flee storm approach via nbcnew,super typhoon hagupit flee storm approach via nbcnews,None,None,None,0
2,4-4-2014,0:28:40,None,kashmirflood flood control dept sgr predict flood catastroph earli februari author take precautionari step,kashmirfloods flood control dept sgr predict flood catastrophe early february authority take precautionary step,None,None,None,0
,4-4-2014,0:36:53,None,good morn prayforthephilippin,good morning prayforthephilippines,None,None,None,0
,4-4-2014,0:43:39,None,checkout spread jan_satyagarha narendramodi,checkout spread jan_satyagarha narendramodi,None,None,None,0
5,4-4-2014,0:56:55,None,power typhoon slam eastern philippin salt lake tribun philippin starpow typhoon slam int,powerful typhoon slam eastern philippine salt lake tribune philippine starpowerful typhoon slam int,None,None,None,0
2,4-4-2014,1:8:17,None,rt nadeemmalik million affect flood pakistan,rt nadeemmalik million affected flood pakistan,None,None,None,0
,4-4-2014,1:34:25,None,typhoon hagupit begin danger trek across philippin deadli flood like via mashabl,typhoon hagupit begin dangerous trek across philippine deadly flood likely via mashable,None,None,None,0
9,4-4-2014,2:30:16,None,flee typhoon near philippin haunt typhoon haiyan massiv devast last year,flee typhoon nears philippine haunt typhoon haiyan massive devastation last year,None,None,None,0
2,4-4-2014,3:31:59,None,video bridg snap half flood soldier indian administ kashmir build temporari bridg ac,video bridge snap half flood soldier indian administer kashmir build temporary bridge ac,None,None,None,0
1,4-4-2014,4:15:16,None,rt httweet radio kashmir srinagar start oper day flood kashmirflood,rt httweets radio kashmir srinagar start operation day flood kashmirfloods,None,None,None,0
,4-4-2014,4:21:17,None,pil suprem court immedi relief jammu kashmir flood victim daili news amp analysi,pil supreme court immediate relief jammu kashmir flood victim daily news amp analysis,None,None,None,0
4,4-4-2014,4:47:31,None,substanti upward revis mer cov death toll saudi arabia via drmiguelperal bbc mer,substantial upward revision mers cov death toll saudi arabia via drmiguelperales bbc mers,None,None,None,0
2,4-4-2014,6:7:21,None,Ã»Ã¯ rapplerdotcom rubyph hit area cave turn evacu center rath safe,Ã»Ã¯ rapplerdotcom rubyph hit area cave turn evacuation center rathe safe,None,None,None,0
6,4-4-2014,7:20:42,None,rt delhiri pl observ flood health amp safeti guidelin nh uk see dwnld album pictur kashmirflood,rt delhirious pl observe flood health amp safety guideline nh uk see dwnld album picture kashmirfloods,None,None,None,0
6,4-4-2014,7:25:11,None,rt pakmilitarynew pakistan armi relief rescu oper continu flood hit area jhelum kot momin pindi bhattian hafizabÃ£ Ã¢ Ã¢,rt pakmilitarynews pakistan army relief rescue operation continue flood hit area jhelum kot momin pindi bhattian hafizabÃ£ Ã¢ Ã¢,None,None,None,0
0,4-4-2014,7:56:0,None,south pacif vanuatu brace cyclon pam pacif,south pacific vanuatu brace cyclone pam pacific,None,None,None,0
,4-4-2014,8:28:12,None,think vanuatu,think vanuatu,None,None,None,0
0,4-4-2014,9:28:21,None,rt global_uri heart prayer go affect flood kashmir,rt global_uri hearts prayer go affected flood kashmir,None,None,None,0
7,4-4-2014,10:28:5,None,thought prayer go philippin mani peopl affect typhoon hagupit _Ã c,thought prayer go philippines many people affect typhoon hagupit _Ã c,None,None,None,0
0,4-4-2014,11:18:11,None,kashmir flood offici provid satellit phone commun set ensur state admini,kashmir flood official provide satellite phone communication set ensure state adminis,None,None,None,0
5,4-4-2014,13:7:57,None,weather look thousand mile forc five cyclon hope vanuatu ok cyclonepam niue,weather look thousand mile force five cyclone hope vanuatu ok cyclonepam niue,None,None,None,0
7,4-4-2014,14:3:13,None,followm gt wascarx typhoon hagupit head menacingli toward philippin wall street jo followm gt wascarx,followme gt wascarx typhoon hagupit head menacingly toward philippine wall street jo followme gt wascarx,None,None,None,0
6,4-4-2014,14:51:0,None,pakistan rush protect citi flood free submiss,pakistan rush protect city flood free submission,None,None,None,0
,4-4-2014,15:34:13,None,us pledg usd jammu kashmir flood affect us yesterday extend deepest sympathi,u pledge usd jammu kashmir flood affect u yesterday extend deepest sympathy,None,None,None,0
9,4-4-2014,15:56:12,None,malaysian man come short buy amp pound peni enlarg whereisthefuckingplan com mh,malaysian man come short buying amp pound penis enlarger whereisthefuckingplane com mh,None,None,None,0
2,4-4-2014,17:14:17,None,rt timesofindia j amp ok flood helplin number rt kashmirflood,rt timesofindia j amp ok flood helpline number rt kashmirfloods,None,None,None,0
8,4-4-2014,17:51:56,None,typhoon rubi intern name hagupit expect make landfal dolor eastern samar around,typhoon ruby international name hagupit expect make landfall dolores eastern samar around,None,None,None,0
1,4-4-2014,18:1:5,None,rt shahid_siddiqui armi rest till everi person rescu kashmir say chief read stori,rt shahid_siddiqui army rest till every person rescue kashmir say chief read story,None,None,None,0
,4-4-2014,21:29:29,None,jammu amp kashmir flood,jammu amp kashmir flood,None,None,None,0
,4-4-2014,21:49:55,None,shahbaz visit flood hit villag sheikhupura narow south punjab news intern,shahbaz visit flood hit village sheikhupura narowal south punjab news international,None,None,None,0
2,4-4-2014,22:32:24,None,maudefroberg indianredcross airlift tent blanket kitchen set amp tarp flood affect jammu amp kashmir,maudefroberg indianredcross airlift tent blanket kitchen set amp tarp flood affect jammu amp kashmir,None,None,None,0
,4-4-2014,23:13:35,None,pakistan rush protect citi flood pakistani troop thursday rush protect two major citi,pakistan rush protect city flood pakistani troop thursday rush protect two major city,None,None,None,0
,4-4-2014,23:23:14,None,sm flood warn news intern sm flood warn news intern karachi pakistan,sm flood warning news international sm flood warning news international karachi pakistan,None,None,None,0
8,4-5-2014,0:20:30,None,Ã»Ã¯ revkin vanuatu batter supercyclon pam vid text earth love chang,Ã»Ã¯ revkin vanuatu batter supercyclone pam vid text earth love change,None,None,None,0
,4-5-2014,2:4:2,None,cyclon pam plough pacif,cyclone pam plough pacific,None,None,None,0
4,4-5-2014,2:22:34,None,uae coronaviru death toll rise minist manila_bulletin,uae coronavirus death toll rise minister manila_bulletin,None,None,None,0
5,4-5-2014,3:29:46,None,intens flood suddenli increas amp wash away bu minut groom board kashmirflood timesofindia,intensity flood suddenly increase amp wash away bus minute groom board kashmirfloods timesofindia,None,None,None,0
,4-5-2014,4:16:3,None,latest mtsat imageri rubyph pm tonight decemb,latest mtsat imagery rubyph pm tonight december,None,None,None,0
1,4-5-2014,4:57:5,None,shahbaz visit flood hit villag sheikhupura narow south punjab news intern,shahbaz visit flood hit village sheikhupura narowal south punjab news international,None,None,None,0
,4-5-2014,6:56:56,None,pam purs whore admit _,pam purse whore admit _,None,None,None,0
7,4-5-2014,7:2:14,None,rt earthuncuttv latest jma forecast track am philippin time typhoon hagupit rubyph crawl samar,rt earthuncuttv latest jma forecast track am philippine time typhoon hagupit rubyph crawl samar,None,None,None,0
2,4-5-2014,7:5:51,None,rt tan_tripathi mla fund public tax money rt Ã£ Ã¢ Ã¥ arvindkejriw aap mla donat rs lakh kashmir flood relief theÃ£ Ã¢ Ã¢,rt tan_tripathi mla fund public tax money rt Ã£ Ã¢ Ã¥ arvindkejriwal aap mlas donate r lakh kashmir flood relief theÃ£ Ã¢ Ã¢,None,None,None,0
9,4-5-2014,7:28:23,None,super typhoon hagupit flee storm approach,super typhoon hagupit flee storm approach,None,None,None,0
4,4-5-2014,7:42:14,None,rt ashokepandit let us stand togeth help peopl jammu amp kashmir fight flood kashmirflood,rt ashokepandit let u stand together help people jammu amp kashmir fight flood kashmirfloods,None,None,None,0
2,4-5-2014,8:7:29,None,timelin disast cameÃ£ Ã¢ Ã¥ afp pakistan rush protect citi flood,timeline disaster cameÃ£ Ã¢ Ã¥ afp pakistan rush protect city flood,None,None,None,0
0,4-5-2014,10:39:10,None,typhoon hagupit evacu step,typhoon hagupit evacuation step,None,None,None,0
0,4-5-2014,11:19:29,None,rt officialmqm album kkf relief activ flood victim jhang punjab pakistani,rt officialmqm album kkf relief activity flood victim jhang punjab pakistani,None,None,None,0
,4-5-2014,11:45:12,None,billmah narrow somewher bill mh,billmaher narrow somewhere bill mh,None,None,None,0
7,4-5-2014,12:10:33,None,break singapor offer assist changi rhcc philippin typhoon hagupit approach oursgarmi,break singapore offer assistance changi rhcc philippine typhoon hagupit approach oursgarmy,None,None,None,0
7,4-5-2014,12:17:11,None,rt ahsan_jehangir Ã£ Ã¢ Ã¥ faizanlakhani pictur explain flood situat wazirabad pakistanflood pakistan Ã£ Ã¢ Ã¢,rt ahsan_jehangir Ã£ Ã¢ Ã¥ faizanlakhani picture explain flood situation wazirabad pakistanfloods pakistan Ã£ Ã¢ Ã¢,None,None,None,0
9,4-5-2014,14:28:58,None,vanuatu _ followm vanuatu countri total obscur feroci cyclon pam tvnz,vanuatu _ followme vanuatu country totally obscure ferocious cyclone pam tvnz,None,None,None,0
1,4-5-2014,15:12:20,None,checkout spread jan_satyagarha narendramodi,checkout spread jan_satyagarha narendramodi,None,None,None,0
5,4-5-2014,15:13:16,None,countri tri track mh,country try track mh,None,None,None,0
5,4-5-2014,15:54:41,None,anyon know head middl east soon worri mer co v see info,anyone know head middle east soon worry mers co v see info,None,None,None,0
,4-5-2014,16:3:17,None,hagupit locat km away coast samar noon sea level pressur fell,hagupit locate km away coast samar noon sea level pressure fell,None,None,None,0
0,4-5-2014,16:7:41,None,india kashmir flood hit cricket bat suppli bbc news,india kashmir flood hit cricket bat supply bbc news,None,None,None,0
9,4-5-2014,16:42:52,None,ht couldnt miss temptat use poll bound describ help rss parivar orgn kashmirflood,ht couldnt miss temptation use poll bound describe help rss parivar orgns kashmirfloods,None,None,None,0
9,4-5-2014,17:30:12,None,Ã»Ã¯ inquirerdotnet feet storm surg may hit samar say project noah ksabilloinq rubyph Ã» _,Ã»Ã¯ inquirerdotnet foot storm surge may hit samar say project noah ksabilloinq rubyph Ã» _,None,None,None,0
